claim_id,rank,language,file_path,section,claim_type,current_text,suggested_source,status,notes
G00708,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,knowledge,terminology-knowledge,Yame = Stop,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00709,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,knowledge,terminology-knowledge,Yoi = Gereed,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00710,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,knowledge,terminology-knowledge,Kamae = Gevechtshouding,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00711,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,knowledge,terminology-knowledge,Semete = Aanvaller,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00712,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,knowledge,terminology-knowledge,Ukete = Verdediger,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00713,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,history,history,Hand-tot-hand gevecht (karate) werd ontwikkeld toen de regering het dragen van wapens in Okinawa verbood,Compare with history sources and lineage-specific source material.,not reviewed,
G00714,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,history,history,"Voorheen werd karate in het geheim onderwezen, en de sensei zou zorgvuldig het karakter van de persoon observeren voordat hij hem als student accepteerde",Compare with history sources and lineage-specific source material.,not reviewed,
G00715,shodan,base,src/data/graduations/shodan.json,title,grading-title,THE WAY TO SHODAN,Compare with official grading syllabus title for this rank.,not reviewed,
G00716,shodan,base,src/data/graduations/shodan.json,requirements.classes,grading-requirement,classes: 0,Compare with official grading regulations and syllabus.,not reviewed,
G00717,shodan,base,src/data/graduations/shodan.json,requirements.months,grading-requirement,months: 6,Compare with official grading regulations and syllabus.,not reviewed,
G00718,shodan,base,src/data/graduations/shodan.json,techniques.Unsoku Ho,grading-technique,Neko ashi dachi shiho sabaki (Four direction step),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00719,shodan,base,src/data/graduations/shodan.json,techniques.Bunkai,grading-technique,Shisochin,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00720,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,Kakie – shuto uchi nage (Gekisai Dai Ichi),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00721,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,"Kakie – gedan mae geri, chudan age hiji ate, uraken uchi (Gekisai Dai Ichi)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00722,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,Kakie – awase zuki (Gekisai Dai Ichi),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00723,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,Kakie – toraguchi oshi (Gekisai Dai Ni),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00724,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,Kakie – gedan ude garami,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00725,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,Kakie – ashi garami,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00726,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,"Kakie – hiji tori, ashi garami",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00727,shodan,base,src/data/graduations/shodan.json,techniques.Kumite,grading-technique,Jiyu ippon kumite (Free one attack sparring),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00728,shodan,base,src/data/graduations/shodan.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Udetate ryoashi ashi geri otoshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00729,shodan,base,src/data/graduations/shodan.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Kusshin tobi (Squat jump),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00730,shodan,base,src/data/graduations/shodan.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Nigiri game – shiko dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00731,shodan,base,src/data/graduations/shodan.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Nigiri game – neko ashi dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00732,shodan,base,src/data/graduations/shodan.json,knowledge,terminology-knowledge,Body parts in Japanese,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00733,shodan,base,src/data/graduations/shodan.json,history,history,"Sensei Chojun Miyagi went to Shanghai, China in 1936 for research and to build friendships with Chinese martial artists",Compare with history sources and lineage-specific source material.,not reviewed,
G00734,shodan,base,src/data/graduations/shodan.json,history,history,"In 1926, Sensei Chojun Miyagi established the Karate KenKyu Club in Naha with masters from other Okinawa karate styles, Chomo Hanashiro, Choyu Motobu, and Kenwa Mabuni",Compare with history sources and lineage-specific source material.,not reviewed,
G00735,shodan,base,src/data/graduations/shodan.json,history,history,"The purpose of the Karate KenKyu Club was to ensure the preservation of karate as an intangible cultural treasure in Okinawa for all time, to bring the karate community of the island into one cohesive force, to transmit traditional karate to future generations both in Okinawa and elsewhere, and to elevate karate in the eyes of the Japanese, bringing it to the level already enjoyed by judo and kendo.",Compare with history sources and lineage-specific source material.,not reviewed,
G00736,shodan,nl,src/data/graduations/shodan.nl.json,title,grading-title,DE WEG NAAR SHODAN,Compare with official grading syllabus title for this rank.,not reviewed,
G00737,shodan,nl,src/data/graduations/shodan.nl.json,requirements.classes,grading-requirement,classes: 0,Compare with official grading regulations and syllabus.,not reviewed,
G00738,shodan,nl,src/data/graduations/shodan.nl.json,requirements.months,grading-requirement,months: 6,Compare with official grading regulations and syllabus.,not reviewed,
G00739,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Unsoku Ho,grading-technique,Neko ashi dachi shiho sabaki (Vier richtingen stap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00740,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Bunkai,grading-technique,Shisochin,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00741,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,Kakie – shuto uchi nage (Gekisai Dai Ichi),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00742,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,"Kakie – gedan mae geri, chudan age hiji ate, uraken uchi (Gekisai Dai Ichi)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00743,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,Kakie – awase zuki (Gekisai Dai Ichi),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00744,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,Kakie – toraguchi oshi (Gekisai Dai Ni),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00745,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,Kakie – gedan ude garami,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00746,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,Kakie – ashi garami,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00747,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,"Kakie – hiji tori, ashi garami",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00748,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Kumite,grading-technique,Jiyu ippon kumite (Vrije één aanval sparring),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00749,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Udetate ryoashi ashi geri otoshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00750,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Kusshin tobi (Hurksprong),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00751,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Nigiri game – shiko dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00752,shodan,nl,src/data/graduations/shodan.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Nigiri game – neko ashi dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00753,shodan,nl,src/data/graduations/shodan.nl.json,knowledge,terminology-knowledge,Lichaamsdelen in het Japans,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00754,shodan,nl,src/data/graduations/shodan.nl.json,history,history,"Sensei Chojun Miyagi ging naar Shanghai, China in 1936 voor onderzoek en om vriendschappen op te bouwen met Chinese martial artists",Compare with history sources and lineage-specific source material.,not reviewed,
G00755,shodan,nl,src/data/graduations/shodan.nl.json,history,history,"In 1926 richtte Sensei Chojun Miyagi de Karate KenKyu Club op in Naha met meesters van andere Okinawaanse karate stijlen, Chomo Hanashiro, Choyu Motobu, en Kenwa Mabuni",Compare with history sources and lineage-specific source material.,not reviewed,
G00756,shodan,nl,src/data/graduations/shodan.nl.json,history,history,"Het doel van de Karate KenKyu Club was om de bewaring van karate als een immaterieel cultureel erfgoed in Okinawa voor altijd te waarborgen, om de karate gemeenschap van het eiland tot één samenhangende kracht te brengen, om traditionele karate over te dragen aan toekomstige generaties zowel in Okinawa als elders, en om karate te verheffen in de ogen van de Japanners, het naar het niveau te brengen dat judo en kendo al genoten.",Compare with history sources and lineage-specific source material.,not reviewed,
